CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
596	628	13	0.9424	-14.016
596	635	13	0.9183	-400.189
596	638	13	0.9364	0.000
596	645	13	0.9198	-14.016
593	622	13	0.9571	2.015
595	622	13	0.8821	-26.016
610	622	13	0.9084	2.015
620	622	13	0.8601	-26.016
622	628	13	0.9339	-2.015
622	635	13	0.9078	-388.189
622	638	13	0.9311	12.000
622	645	13	0.9535	-2.015
593	1029	13	0.8899	-266.261
619	1029	13	0.8339	-311.319
628	1029	13	0.9107	-266.261
630	1029	13	0.8426	-329.330
645	1029	13	0.8775	-266.261
593	645	13	0.9236	0.000
610	645	13	0.9075	0.000
628	645	13	0.9132	0.000
635	645	13	0.9023	386.174
638	645	13	0.926	-14.016
568	619	13	0.9416	-0.000
568	630	13	0.9052	18.010
568	646	13	0.9406	0.000
568	663	13	0.9419	0.000
568	1010	13	0.8698	-255.257
568	1030	13	0.8519	-283.288
630	1010	13	0.8821	-273.267
646	1010	13	0.8678	-255.257
663	1010	13	0.8703	-255.257
619	646	13	0.9807	0.000
630	646	13	0.9317	-18.010
646	663	13	0.9869	-0.000
593	638	13	0.9538	14.016
595	638	13	0.8841	-14.015
610	638	13	0.9483	14.016
620	638	13	0.8739	-14.016
628	638	13	0.9689	14.016
635	638	13	0.9604	400.189
595	620	13	0.9097	0.000
610	620	13	0.8767	28.031
688	1030	13	0.8342	-283.288
619	663	13	0.9817	0.000
630	663	13	0.9302	-18.010
593	635	13	0.9282	-386.174
610	635	13	0.9222	-386.174
628	635	13	0.9565	-386.174
619	630	13	0.9393	18.011
593	610	13	0.9276	0.000
595	610	13	0.8586	-28.031
610	628	13	0.9307	0.000
593	628	13	0.942	0.000
10	559	14	0.9656	0.000
698	727	15	0.7324	-2.016
8	873	16	0.939	0.000
170	873	16	0.9975	0.000
694	873	16	0.9541	-0.000
794	873	16	0.9809	0.000
820	873	16	0.9805	0.000
873	877	16	0.9636	-1.995
873	954	16	0.985	-1.995
873	958	16	0.9796	0.000
873	962	16	0.9829	-1.995
873	968	16	0.9817	0.000
637	668	16	0.9741	0.000
637	681	16	0.9762	0.000
637	694	16	0.9716	0.000
170	954	16	0.9651	-1.995
694	954	16	0.9505	-1.995
794	954	16	0.9826	-1.995
820	954	16	0.9835	-1.995
856	954	16	0.9442	-1.995
877	954	16	0.9699	0.000
954	958	16	0.9831	1.995
954	962	16	0.9746	0.000
954	968	16	0.9715	1.995
170	877	16	0.9582	-1.995
794	877	16	0.9549	-1.995
820	877	16	0.9824	-1.995
877	958	16	0.9857	1.995
877	962	16	0.9669	0.000
877	968	16	0.9854	1.995
8	962	16	0.9415	-1.995
170	962	16	0.9813	-1.995
694	962	16	0.9507	-1.995
794	962	16	0.9808	-1.995
820	962	16	0.9813	-1.995
958	962	16	0.9809	-1.995
962	968	16	0.9683	1.995
8	170	16	0.9477	-0.000
170	694	16	0.964	0.000
170	794	16	0.9832	0.000
170	820	16	0.9819	0.000
170	958	16	0.9796	0.000
170	968	16	0.975	0.000
8	668	16	0.9467	0.000
8	694	16	0.9472	0.000
8	820	16	0.9621	0.000
8	856	16	0.9458	0.000
8	958	16	0.9608	0.000
668	681	16	0.9561	0.000
681	694	16	0.96	0.000
681	794	16	0.9546	-0.000
681	856	16	0.9203	0.000
668	856	16	0.9432	0.000
694	794	16	0.9673	-0.000
694	820	16	0.9562	-0.000
694	958	16	0.95	0.000
794	820	16	0.9809	0.000
794	958	16	0.9785	0.000
794	968	16	0.9567	0.000
820	968	16	0.982	0.000
958	968	16	0.9848	0.000
820	958	16	0.9996	0.000
289	342	17	0.7517	-166.101
304	342	17	0.7553	-111.068
322	342	17	0.7455	-55.533
323	342	17	0.7083	-55.033
289	323	17	0.7959	-111.068
304	323	17	0.7124	-56.035
322	323	17	0.7245	-0.501
289	322	17	0.7524	-110.568
304	322	17	0.7953	-55.534
289	304	17	0.7631	-55.033
757	838	18	0.8237	0.000
833	838	18	0.7634	74.019
838	931	18	0.8561	0.000
757	833	18	0.7031	-74.019
757	931	18	0.8395	0.000
833	931	18	0.7975	74.019
159	167	19	0.979	0.000
159	176	19	0.9622	0.000
159	189	19	0.984	0.000
159	197	19	0.9689	0.000
159	206	19	0.9989	0.000
44	167	19	0.9218	-0.471
155	167	19	0.8044	15.503
167	176	19	0.9825	0.000
167	189	19	0.9859	0.000
167	197	19	0.974	0.000
167	206	19	0.9823	0.000
176	189	19	0.9838	0.000
189	197	19	0.9852	0.000
189	206	19	0.9858	0.000
44	176	19	0.9184	-0.471
176	197	19	0.9823	0.000
176	206	19	0.9681	0.000
197	206	19	0.9706	0.000
44	45	19	0.86	-15.974
268	275	20	0.7998	-55.534
275	284	20	0.7681	-55.534
712	803	21	0.7353	-15.995
776	803	21	0.7855	0.000
712	776	21	0.7217	-15.995
887	904	22	0.8946	0.000
108	194	24	0.755	-0.132
932	978	25	0.8113	-74.019
932	997	25	0.7451	-148.038
932	1013	25	0.7432	-222.056
932	1033	25	0.7414	-296.075
978	1013	25	0.8751	-148.038
997	1013	25	0.8718	-74.019
1013	1033	25	0.855	-74.019
978	997	25	0.8796	-74.019
997	1033	25	0.8431	-148.037
978	1033	25	0.8324	-222.056
1004	1026	26	0.7985	-28.031
625	649	27	0.9086	0.000
590	618	27	0.7984	19.031
590	639	27	0.8988	-0.000
618	625	27	0.7777	-368.149
618	639	27	0.8353	-19.031
428	477	28	0.8522	-0.000
441	477	28	0.85	-45.058
470	477	28	0.8236	-28.031
475	477	28	0.8628	-45.058
