feature_id	sources_IK2D	sources_number_IK2D	sources_npc_pathway	sources_npc_superclass	sources_npc_class	canopus_formulaRank	canopus_molecularFormula	canopus_adduct	canopus_precursorFormula	canopus_npc_pathway	canopus_NPC#pathway Probability	canopus_npc_superclass	canopus_NPC#superclass Probability	canopus_npc_class	canopus_NPC#class Probability	canopus_ClassyFire#superclass	canopus_ClassyFire#superclass probability	canopus_ClassyFire#class	canopus_ClassyFire#class Probability	canopus_ClassyFire#subclass	canopus_ClassyFire#subclass Probability	canopus_ClassyFire#level 5	canopus_ClassyFire#level 5 Probability	canopus_ClassyFire#most specific class	canopus_ClassyFire#most specific class Probability	canopus_ClassyFire#all classifications	canopus_ionMass	canopus_retentionTimeInSeconds	canopus_retentionTimeInMinutes	canopus_formulaId	canopus_alignedFeatureId	canopus_compoundId	canopus_overallFeatureQuality	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_IK2D	gnps_superclass	gnps_class	gnps_subclass	gnps_npc_superclass	gnps_npc_class	gnps_npc_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_IK2D	isdb_npc_pathway	isdb_npc_superclass	isdb_npc_class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_IK2D	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_compoundId	sirius_overallFeatureQuality	gnps_mn_parent mass	gnps_mn_RTMean	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:BB	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:IAA	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:Pt	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:QC	gnps_mn_ATTRIBUTE_Group:GNPSGROUP:wt	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:Pt_1	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:Pt_2	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:wt_1	gnps_mn_ATTRIBUTE_Group_detailed:GNPSGROUP:wt_2	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_1A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_1B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_2A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:Pt_2B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_1A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_1B	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_2A	gnps_mn_ATTRIBUTE_Group_super_detailed:GNPSGROUP:wt_2B	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:0m	gnps_mn_ATTRIBUTE_time_point:GNPSGROUP:20m	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:A	gnps_mn_ATTRIBUTE_plant_extract:GNPSGROUP:B	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:nan	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:Pt_0m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:Pt_20m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:wt_0m	gnps_mn_ATTRIBUTE_gene_time:GNPSGROUP:wt_20m	gnps_mn_component	gnps_mn_#Scan#	gnps_mn_Compound_Name
11																																																																																																																																																									1030.2910691548204	0.47258475	0	0.0	0.0	1331119.4225	0.0	1828374.325	0	1316679.41	1345559.435	2078765.225	1577983.425	0	1204674.72	1428684.1	1075287.92	1615830.9500000002	1764442.65	2393087.8	2098094.6	1057872.25	0	1576351.6625	1583142.085	0	1535624.9725	1623868.775	0	1272007.625	1390231.22	1880695.7	1776052.9500000002	31		
12																																																																																																																																																									1016.2388881803696	0.47198203	0	0.0	0.0	1558910.025	0.0	2052734.4625	0	1541087.425	1576732.625	2361474.25	1743994.6749999998	0	1510535.15	1571639.7000000002	1299362.95	1854102.3	1911135.85	2811812.6500000004	2390871.65	1097117.7	0	1770223.5125	1841420.975	0	1777976.4	1833668.0875	0	1535459.125	1582360.925	2004987.9	2100481.025	31		
13																																																																																																																																																									882.2534100947242	0.47269893	0	0.0	0.0	1596713.3375	0.0	2181722.65	0	1577188.75	1616237.9249999998	2563573.425	1799871.875	0	1514149.35	1640228.15	1416761.25	1815714.6	1980288.15	3146858.7	2421265.1	1178478.65	0	1844476.8875	1933959.1	0	1833115.9625	1945320.025	0	1596592.825	1596833.85	2092360.95	2271084.35	31		
14																																																																																																																																																									1031.292206549089	0.4705776	0	0.0	0.0	1340906.65	0.0	1778393.105	0	1334034.45	1347778.85	2000776.11	1556010.1	0	1201716.9	1466352.0	1068883.1	1626674.6	1726347.72	2275204.5	2087303.4	1024716.8	0	1531706.05	1587593.7049999998	0	1521062.78	1598236.975	0	1277661.275	1404152.025	1785750.825	1771035.385	31		
15																																																																																																																																																									1079.2554691144285	0.47270048	0	0.0	0.0	2573068.4125	0.0	3497302.0625	0	2570049.05	2576087.775	4147091.1	2847513.025	0	2436814.1	2703284.0	2152309.8	2999865.75	3235450.7	5058731.5	3917482.4	1777543.65	0	2969960.9625	3100409.5125	0	2935514.25	3134856.225	0	2560345.075	2585791.75	3379576.85	3615027.275	31		
16																																																																																																																																																									1004.2355402681872	0.4729727	0	0.0	0.0	2652585.1875	154952.80000000002	3639631.5	0	2663236.8	2641933.575	4440287.7	2838975.3	0	2587663.6	2738810.0	2268356.55	3015510.6	3233527.55	5647047.85	3979197.5	1698753.1	0	3034044.9375	3258171.75	0	3017186.3	3275030.3875	0	2659600.5	2645569.875	3408489.375	3870773.625	31		
17																																																																																																																																																									1078.2546417968383	0.47339135	0	0.0	0.0	2556861.6	0.0	3381045.7125	0	2554665.825	2559057.375	3961827.3	2800264.125	0	2374736.25	2734595.4	2049018.55	3069096.2	3082034.6	4841620.0	3866829.0	1733699.25	0	2940922.525	2996984.7875	0	2843154.6	3094752.7125	0	2535953.125	2577770.075	3345891.925	3416199.5	31		
18																																																																																																																																																									507.5329796403119	0.48327267	0	734053.4	34619692.0	11448631.875	4302344.316666667	13714395.5	0	10884568.25	12012695.5	14568556.0	12860235.0	0	11676149.5	10092987.0	10582038.5	13443352.5	15346253.5	13790858.5	14813976.5	10906493.5	0	13225979.5	11937047.875	0	13104604.5	12058422.875	0	10663272.75	12233991.0	15788686.25	11640104.75	-1		
19																																																																																																																																																									1017.2397461404224	0.47127488	0	0.0	0.0	1568493.8425	0.0	2092349.4325	0	1597193.675	1539794.01	2372646.275	1812052.59	0	1454844.55	1739542.7999999998	1214517.5699999998	1865070.45	1841902.2	2903390.35	2466283.65	1157821.53	0	1764031.9874999998	1896811.2875	0	1744386.9925	1916456.2825	0	1511495.6	1625492.085	2016568.375	2168130.49	31		
20																																																																																																																																																									942.2202282139034	0.47478074	0	0.0	0.0	2126416.3	0.0	2885508.6625	0	2075860.675	2176971.925	3460415.325	2310602.0	0	1960259.55	2191461.8	1858858.2	2495085.65	2644285.3	4276545.35	3243674.75	1377529.25	0	2461826.1875	2550098.775	0	2426769.45	2585155.5125	0	2147464.825	2105367.775	2776187.55	2994829.775	31		
21																																																																																																																																																									868.201648364418	0.47600025	0	0.0	0.0	1412428.6375	0.0	1875328.375	0	1377547.625	1447309.65	2370309.9	1380346.85	0	1253974.15	1501121.1	1282545.95	1612073.35	1764006.2	2976613.6	2121505.1500000004	639188.55	0	1648718.55	1639038.4625	0	1605507.8625	1682249.15	0	1401792.1	1423065.175	1895645.0	1855011.75	31		
22	sirius	1.0	canopus	canopus	canopus	2.0	C36H73NO2	[M - H2O + H]+	C36H72NO+	Fatty acids	1.0	Spingolipids	1.0	Ceramides	1.0	Lipids and lipid-like molecules	0.997	Sphingolipids	0.983	Ceramides	0.995	Long-chain ceramides	0.812	Long-chain ceramides	0.812	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	534.561	29.0	0.477	8.394085991902444e+17	8.394084766788155e+17	8.394084766746212e+17																																																																																															1.0	2.0	0.41	0.41	-141.11	0.162	0.333	73.38	C36H73NO2	[M - H2O + H]+	C36H72NO+	SSRXXIJGSYRYGC	InChI=1S/C36H73NO2/c1-4-6-8-10-12-14-16-18-19-21-23-25-27-29-31-33-36(39)37-34(3)35(38)32-30-28-26-24-22-20-17-15-13-11-9-7-5-2/h34-35,38H,4-33H2,1-3H3,(H,37,39)	N-(octadecanoyl)-1-deoxysphinganine	CCCCCCCCCCCCCCCCCC(=O)NC(C)C(CCCCCCCCCCCCCCC)O	15.5	73242209	LIPIDMAPS:(LMSP00000018);PUBCHEM:(73242209)	2147483650.0	534.561	29.0	0.477	8.394085991902444e+17	8.394084766788155e+17	8.394084766746212e+17		534.561093067698	0.47702056	0	0.0	1516600.1	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0.0	0.0	33		
23	sirius	1.0	canopus	canopus	canopus	1.0	C40H60O7	[M + H3N + H]+	C40H64NO7+	Terpenoids	0.99	Triterpenoids	0.932	Ursane and Taraxastane triterpenoids	0.287	Lipids and lipid-like molecules	0.984	Prenol lipids	0.87	Triterpenoids	0.737			Triterpenoids	0.737	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	670.468	29.0	0.486	8.394086045002333e+17	8.394084767333414e+17	8.394084767333414e+17																																																																																															1.0	1.0	0.195	0.195	-327.545	0.99	0.328	30.591	C40H60O7	[M + H3N + H]+	C40H64NO7+	RBBWLAVJQZGGMQ	InChI=1S/C40H60O7/c1-10-24-18-25(46-22-24)17-23(2)47-33(43)28-20-40(34(44)45)27(19-35(28,3)4)26-11-12-30-37(7)15-14-31(41)36(5,6)29(37)13-16-38(30,8)39(26,9)21-32(40)42/h10-11,17,25,27-32,41-42H,12-16,18-22H2,1-9H3,(H,44,45)	3-({[1-(4-ethylideneoxolan-2-yl)prop-1-en-2-yl]oxy}carbonyl)-5,10-dihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,12b,13,14b-icosahydropicene-4a-carboxylic acid	CC=C1CC(OC1)C=C(C)OC(=O)C2CC3(C(CC2(C)C)C4=CCC5C6(CCC(C(C6CCC5(C4(CC3O)C)C)(C)C)O)C)C(=O)O	7.1	162884481;162884482	COCONUT:(CNP0150750);TeroMol:(TKC167488);SUPERNATURAL:(SN0320584);PUBCHEM:(162884481 162884482)	11534338.0	670.468	29.0	0.486	8.394086045002333e+17	8.394084767333414e+17	8.394084767333414e+17		670.467834134164	0.4858891	0	0.0	5599995.5	399339.48125	0.0	71136.90625	0	456856.0875	341822.875	0.0	142273.8125	0	640190.55	273521.625	0.0	683645.75	0.0	0.0	284547.625	0.0	0	68380.40625	402095.98125	0	231184.54375	239291.84375	0	136760.8125	661918.15	0.0	142273.8125	17		
