CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
703	708	11	0.8882	347.221
705	708	11	0.9246	-2.015
708	709	11	0.9226	14.016
708	713	11	0.8551	-330.194
703	713	11	0.8344	17.027
705	713	11	0.8477	-332.210
709	713	11	0.8514	-344.210
703	709	11	0.8762	361.237
705	709	11	0.8935	12.000
703	704	11	0.7548	305.210
703	705	11	0.8863	349.236
171	177	12	0.7923	-15.496
177	183	12	0.8186	15.496
177	190	12	0.7886	15.496
177	201	12	0.9445	-0.000
177	205	12	0.7854	15.496
177	209	12	0.7853	15.496
177	218	12	0.7884	15.496
177	578	12	0.7896	15.966
51	190	12	0.9184	-0.471
171	190	12	0.9622	0.000
183	190	12	0.9825	0.000
189	190	12	0.799	15.496
190	205	12	0.9838	0.000
190	209	12	0.9823	0.000
190	218	12	0.9681	0.000
166	170	12	0.9174	0.008
171	209	12	0.9689	0.000
183	209	12	0.974	0.000
189	209	12	0.8032	15.496
201	209	12	0.7707	15.496
205	209	12	0.9852	0.000
209	218	12	0.9706	0.000
166	201	12	0.9216	0.008
171	201	12	0.7856	-15.496
183	201	12	0.7933	-15.496
189	201	12	0.9385	-0.000
201	205	12	0.7733	15.496
201	218	12	0.7761	15.496
201	578	12	0.7826	15.966
51	54	12	0.86	-15.974
171	183	12	0.979	0.000
171	189	12	0.802	-15.496
171	205	12	0.984	0.000
171	218	12	0.9989	0.000
189	578	12	0.8238	15.966
166	183	12	0.8044	15.503
51	183	12	0.9218	-0.471
183	189	12	0.8184	-15.496
183	205	12	0.9859	0.000
183	218	12	0.9823	0.000
189	205	12	0.7944	15.496
205	218	12	0.9858	0.000
189	218	12	0.7931	15.496
641	936	13	0.7005	-126.141
659	936	13	0.7719	-98.109
675	936	13	0.7717	-83.091
717	936	13	0.8137	-70.078
778	936	13	0.8253	-56.063
867	936	13	0.7906	-28.031
641	659	13	0.7181	-28.031
641	717	13	0.7769	-56.063
641	778	13	0.7401	-70.078
