"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","Pt_vs_wt_p_value","Pt_vs_wt_p_value_minus_log10","Pt_vs_wt_fold_change","Pt_vs_wt_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","Pt","Pt.pval","wt","wt.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
554,"554_196.06_6","2-[bis(2-hydroxyethyl)amino]ethanesulfonic acid_[554_196.06_6]",196.063783899745,6.0353026,0.0279209781271414,1.55406937158687,0.844415481371922,-0.243975065830722,"N,N-Bis(2-hydroxyethyl)-2-aminoethanesulfonic acid","2-[bis(2-hydroxyethyl)amino]ethanesulfonic acid","CHEBI:39041",0.08,0.08,-112.907,33.97,0.999,"InChI=1S/C6H15NO5S/c8-4-1-7(2-5-9)3-6-13(10,11)12/h8-9H,1-6H2,(H,10,11,12)","AJTVSSFTXWNIRG","C6H15NO5S","[M - H2O + H]+","C(CO)N(CCO)CCS(=O)(=O)O","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.221556886227545,1.00100150250438,0.197604790419162,1.00100150250438,0.183632734530938,0.012,0.99001996007984
556,"556_147.07_6.1","NA_[556_147.07_6.1]",147.065161571362,6.0595074,0.0137409121717892,1.86198443627026,0.729741560905936,-0.454542473105765,NA,NA,NA,0.574,0.574,-28.163,96.423,1,"InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h1,3-11H,2H2","ZRQKZUXZTAJPFH","C6H12O5","[M - H2O + H]+","[CH]C(C(C(C(CO)O)O)O)O","Carbohydrates","Monosaccharides","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.191616766467066,1.00100150250438,0.177644710578842,1.00100150250438,0.191616766467066,0.02825,0.387225548902196
557,"557_165.08_6.1","D-altritol_[557_165.08_6.1]",165.075790321243,6.0613112,0.02243546746933,1.64906487700074,0.819818351946246,-0.286623809274884,"G-Ol","D-altritol","CHEBI:134311",0.797,0.797,-5.598,141.834,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M - H2O + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","164.068473484","InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3","PNNNRSAQSRJVSB-UHFFFAOYSA-N","PNNNRSAQSRJVSB","CC(O)C(O)C(O)C(O)C=O","C6H12O5","L-(-)-Fucose","http://www.wikidata.org/entity/Q104195097","Carbohydrates","Saccharides","Carbohydrates","Saccharides","Monosaccharides","Solanum lycopersicum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lycopersicum']","nan","378964.0","http://www.wikidata.org/entity/Q23501",6,0.343037530015732,0.307385229540918,-0.447303065060821,0.540918163672655,0,0.419161676646707,0.04775,0.62874251497006
558,"558_183.09_6.1","D-altritol_[558_183.09_6.1]",183.08633311459,6.060606,0.0243372102599143,1.61372920581683,0.825674929865287,-0.276354193845377,"G-Ol","D-altritol","CHEBI:134311",0.789,0.789,-5.619,143.48,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","182.079038168|150.05282342|150.05282342","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C6H14O6|C5H10O5|C5H10O5","Mannitol|(2S,3R,4R)-2,3,4,5-tetrahydroxypentanal|beta-D-Arabinopyranose","http://www.wikidata.org/entity/Q407646|http://www.wikidata.org/entity/Q63398845|http://www.wikidata.org/entity/Q27120750","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Saccharides","Monosaccharides","Nierembergia linariifolia|Solanum lycopersicum|Capsicum annuum","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']","['Solanales']|['Solanales']|['Solanales']","['Solanaceae']|['Solanaceae']|['Solanaceae']","['Unknown']|['Solaneae']|['Capsiceae']","['Nierembergia']|['Solanum']|['Capsicum']","['Nierembergia linariifolia']|['Solanum lycopersicum']|['Capsicum annuum']","nan|nan|nan","474441.0|378964.0|473836.0","http://www.wikidata.org/entity/Q2245583|http://www.wikidata.org/entity/Q23501|http://www.wikidata.org/entity/Q1380",NA,0,0.421157684630739,0,0.465069860279441,0,0.3812375249501,0,1
560,"560_294.15_6.1","NA_[560_294.15_6.1]",294.15463408565,6.070807,0.0132522741140923,1.87770958961724,1.37891936381822,0.463538093674974,"(3S,4R,5R)-5-[(1R)-2-hydroxy-1-(oxiran-2-ylmethoxy)ethyl]-4-(oxiran-2-ylmethoxy)oxolan-3-ol",NA,NA,0.066,0.066,-100.902,39.194,0.079,"InChI=1S/C12H20O7/c13-1-10(17-4-7-2-15-7)12-11(9(14)6-19-12)18-5-8-3-16-8/h7-14H,1-6H2","VANVSEHQZDRJBA","C12H20O7","[M + H3N + H]+","C1C(O1)COC2C(COC2C(CO)OCC3CO3)O","Carbohydrates","Monosaccharides","Saccharides","293.14745207600004","InChI=1S/C12H23NO7/c1-6(2)3-7(12(19)20)13-4-8(15)10(17)11(18)9(16)5-14/h6-7,9-11,13-14,16-18H,3-5H2,1-2H3,(H,19,20)","BUGJJLOUCDBMAS-UHFFFAOYSA-N","BUGJJLOUCDBMAS","CC(C)CC(NCC(=O)C(O)C(O)C(O)CO)C(=O)O","C12H23NO7","nan","http://www.wikidata.org/entity/Q115947674","Carbohydrates","Aminosugars and aminoglycosides","Carbohydrates","Aminosugars and aminoglycosides","Aminosugars","Vicia faba","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Fabales']","['Fabaceae']","['Fabeae']","['Vicia']","['Vicia faba']","nan","539544.0","http://www.wikidata.org/entity/Q131342",4,1.24710926351988,0.0978043912175649,1.41705050316284,0.0798403193612774,1.4668513146423,0.0918163672654691,0.0431166666666667,0.766467065868264
565,"565_205.07_6.2","NA_[565_205.07_6.2]",205.068330540229,6.165857,0.0286150732115998,1.54340513861273,0.800651462475726,-0.320753745871373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.475049900199601,1.00100150250438,0.227544910179641,1.00100150250438,0.217564870259481,0.0754444444444444,0.403193612774451
567,"567_367.12_6.2","2-O-(alpha-D-Manp)-D-Man-OH_[567_367.12_6.2]",367.121099598749,6.21305,0.016857908821223,1.77319629944617,0.817059372547646,-0.291487177632909,"5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}hexane-1,2,3,4,6-pentol","2-O-(alpha-D-Manp)-D-Man-OH","CHEBI:146940",0.233,0.168,-64.193,21.459,0.397,"InChI=1S/C12H24O11/c13-1-4(16)7(17)8(18)5(2-14)22-12-11(21)10(20)9(19)6(3-15)23-12/h4-21H,1-3H2","LSRAJKPAPWYOQO","C12H24O11","[M + Na]+","C(C1C(C(C(C(O1)OC(CO)C(C(C(CO)O)O)O)O)O)O)O","Carbohydrates","Disaccharides","Saccharides","288.099773612","InChI=1S/C16H16O5/c1-20-10-3-5-11(14(18)7-10)13-8-21-15-6-9(17)2-4-12(15)16(13)19/h2-7,13,16-19H,8H2,1H3/t13-,16+/m0/s1","YZBBUYKPTHDZHF-XJKSGUPXSA-N","YZBBUYKPTHDZHF","COc1ccc([C@@H]2COc3cc(O)ccc3[C@H]2O)c(O)c1","C16H16O5","(3R,4S)-3-(2-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-chromene-4,7-diol","http://www.wikidata.org/entity/Q105369099","Shikimates and Phenylpropanoids","Isoflavonoids","Shikimates and Phenylpropanoids","Isoflavonoids","Pterocarpan","Solanum lyratum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum lyratum']","nan","693272.0","http://www.wikidata.org/entity/Q5769249",6,0,0.429141716566866,0,0.487025948103792,0,0.405189620758483,0,1
574,"574_639.38_6.4","NA_[574_639.38_6.4]",639.384551029622,6.373376,0.0152466730291115,1.81682491321757,0.811375003711232,-0.301559237225266,"15-[(4-hydroxyphenyl)methyl]-12-(3-methylbutan-2-yl)-6-(2-methylpropyl)-9-(propan-2-yl)-icosahydropyrrolo[1,2-a]1,4,7,10,13,16-hexaazacyclooctadecane-1,4,7,10,13,16-hexone",NA,NA,0.143,0.143,-281.123,24.809,0.278,"InChI=1S/C34H52N6O7/c1-18(2)15-24-30(43)38-28(20(5)6)32(45)39-29(21(7)19(3)4)33(46)37-25(16-22-10-12-23(41)13-11-22)34(47)40-14-8-9-26(40)31(44)35-17-27(42)36-24/h10-13,18-21,24-26,28-29,41H,8-9,14-17H2,1-7H3,(H,35,44)(H,36,42)(H,37,46)(H,38,43)(H,39,45)","LFELFTJBYYSIJD","C34H52N6O7","[M - H2O + H]+","CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NCC(=O)N1)CC3=CC=C(C=C3)O)C(C)C(C)C)C(C)C","Amino acids and Peptides","Linear peptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.449101796407186,0,0.491017964071856,0,0.437125748502994,0,1
575,"575_353.14_6.4","Pro-Thr-Asn_[575_353.14_6.4]",353.1418439123,6.407959,0.00863173687185405,2.06390180706977,0.730608822522606,-0.452828919708152,"4-Amino-2-[[3-hydroxy-2-(pyrrolidine-2-carbonylamino)butanoyl]amino]-4-oxobutanoic acid","Pro-Thr-Asn","CHEBI:162661",0.116,0.116,-262.389,26.517,0.973,"InChI=1S/C13H22N4O6/c1-6(18)10(17-11(20)7-3-2-4-15-7)12(21)16-8(13(22)23)5-9(14)19/h6-8,10,15,18H,2-5H2,1H3,(H2,14,19)(H,16,21)(H,17,20)(H,22,23)","WVXQQUWOKUZIEG","C13H22N4O6","[M + Na]+","CC(C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C1CCCN1)O","Amino acids and Peptides","Tripeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38942503594182,0.115768463073852,1.40834895880057,0.117764471057884,1.41705050316284,0.137724550898204,0.04775,0.367265469061876
576,"576_183.09_6.4","D-altritol_[576_183.09_6.4]",183.086319846457,6.4302573,0.0447942718187037,1.3487775189613,0.838544336954295,-0.254041028434612,"G-Ol","D-altritol","CHEBI:134311",0.732,0.732,-24.577,21.185,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","182.079038168|150.05282342|150.05282342","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C6H14O6|C5H10O5|C5H10O5","Mannitol|(2S,3R,4R)-2,3,4,5-tetrahydroxypentanal|beta-D-Arabinopyranose","http://www.wikidata.org/entity/Q407646|http://www.wikidata.org/entity/Q63398845|http://www.wikidata.org/entity/Q27120750","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Saccharides","Monosaccharides","Nierembergia linariifolia|Solanum lycopersicum|Capsicum annuum","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']","['Solanales']|['Solanales']|['Solanales']","['Solanaceae']|['Solanaceae']|['Solanaceae']","['Unknown']|['Solaneae']|['Capsiceae']","['Nierembergia']|['Solanum']|['Capsicum']","['Nierembergia linariifolia']|['Solanum lycopersicum']|['Capsicum annuum']","nan|nan|nan","474441.0|378964.0|473836.0","http://www.wikidata.org/entity/Q2245583|http://www.wikidata.org/entity/Q23501|http://www.wikidata.org/entity/Q1380",NA,0,0.42315369261477,1.34406227991274,0.139720558882236,1.34406227991274,0.117764471057884,0.00698412698412698,0.99001996007984
577,"577_484.2_6.4","NA_[577_484.2_6.4]",484.200400372778,6.432803,0.0171204576290635,1.76648463083172,0.767566450316458,-0.381636440962013,NA,NA,NA,0.059,0.059,-491.478,38.811,0.999,"InChI=1S/C18H31N5O9/c1-8(19)14(26)23-12(5-6-13(24)25)16(28)21-7-10(3-4-11(20)18(31)32)15(27)22-9(2)17(29)30/h8-12H,3-7,19-20H2,1-2H3,(H,21,28)(H,22,27)(H,23,26)(H,24,25)(H,29,30)(H,31,32)/p-1","CKDFIMYSHASPFZ","C18H31N5O9","[M + Na]+","CC(C(=O)NC(CCC(=O)[O-])C(=O)NCC(CCC(C(=O)O)N)C(=O)NC(C)C(=O)O)N","Carbohydrates","Aminoglycosides","Aminosugars and aminoglycosides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.483033932135729,0,0.487025948103792,-0.108466504993364,0.43313373253493,0.01585,0.898203592814371
583,"583_489.82_6.5","NA_[583_489.82_6.5]",489.823107088525,6.47991,2.02413946562686e-05,4.69375956739278,0.637637004862123,-0.649192737231012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13456291049437,0.00199600798403194,4.04298298812919,0.00199600798403194,4.42302238440115,0.00199600798403194,0.39225,0.00199600798403194
592,"592_499.19_6.5","NA_[592_499.19_6.5]",499.186386614698,6.490257,0.0446576249371133,1.35010437808801,1.23266672513124,0.301782792447036,"2-(2-{2,5-dimethyl-7-oxo-3-phenyl-7H-furo[3,2-g]chromen-6-yl}acetamido)-2-phenylacetic acid",NA,NA,0.09,0.071,-417.707,23.241,0.011,"InChI=1S/C29H23NO6/c1-16-20-13-22-24(35-17(2)26(22)18-9-5-3-6-10-18)15-23(20)36-29(34)21(16)14-25(31)30-27(28(32)33)19-11-7-4-8-12-19/h3-13,15,27H,14H2,1-2H3,(H,30,31)(H,32,33)","FDPKNDPIJLVNRD","C29H23NO6","[M + H3N + H]+","CC1=C(C(=O)OC2=CC3=C(C=C12)C(=C(O3)C)C4=CC=CC=C4)CC(=O)NC(C5=CC=CC=C5)C(=O)O","Alkaloids","Isoquinoline alkaloids","Tyrosine alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.421157684630739,0,0.453093812375249,0,0.407185628742515,0,1
620,"620_1271.53_6.5","NA_[620_1271.53_6.5]",1271.53271006317,6.5352783,0.0379555560838802,1.42072464137717,0.845304707161325,-0.242456611161438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.19560878243513,1.00100150250438,0.203592814371257,1.00100150250438,0.179640718562874,0.00333333333333333,0.998003992015968
623,"623_1271.87_6.5","NA_[623_1271.87_6.5]",1271.86611495449,6.5358815,0.0377790711267385,1.4227487242726,0.866431320254815,-0.206842699633188,NA,NA,NA,0.003,0.003,-375.1,6.07,0.01,"InChI=1S/C80H118O12/c1-53(2)85-32-35-90-73-60-38-56-43-66(76(7,8)9)45-58-40-62-49-69(79(16,17)18)51-64(74(62)91-36-33-86-54(3)4)42-65-52-70(80(19,20)21)50-63(75(65)92-37-34-87-55(5)6)41-59-46-67(77(10,11)12)44-57(39-61(73)48-68(47-60)78(13,14)15)72(59)89-31-29-84-27-25-82-23-22-81-24-26-83-28-30-88-71(56)58/h43-55H,22-42H2,1-21H3","HMFYQQLQZHGNIJ","C80H118O12","[M + H]+","CC(C)OCCOC1=C2CC3=CC(=CC4=C3OCCOCCOCCOCCOCCOC5=C(CC6=C(C(=CC(=C6)C(C)(C)C)C4)OCCOC(C)C)C=C(C=C5CC7=C(C(=CC(=C7)C(C)(C)C)CC1=CC(=C2)C(C)(C)C)OCCOC(C)C)C(C)(C)C)C(C)(C)C","Terpenoids","Triacylglycerols","Glycerolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.201596806387226,0,0.437125748502994,1.00100150250438,0.191616766467066,0.0226388888888889,0.956087824351297
657,"657_499.19_6.6","Muraglitazar_[657_499.19_6.6]",499.186631958234,6.622976,0.00573221355080542,2.24167763854531,1.25660901665362,0.3295358371263,"Muraglitazar","Muraglitazar","CHEBI:188851",0.084,0.06,-373.667,25.259,0.487,"InChI=1S/C29H28N2O7/c1-20-26(30-28(37-20)22-6-4-3-5-7-22)16-17-36-24-10-8-21(9-11-24)18-31(19-27(32)33)29(34)38-25-14-12-23(35-2)13-15-25/h3-15H,16-19H2,1-2H3,(H,32,33)","IRLWJILLXJGJTD","C29H28N2O7","[M - H2O + H]+","CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC","Amino acids and Peptides","Dipeptides","Tyrosine alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.205588822355289,0,0.455089820359281,1.00100150250438,0.191616766467066,0.0406363636363636,0.862275449101796
658,"658_261.09_6.6","NA_[658_261.09_6.6]",261.087836288417,6.6234703,0.0325511799152064,1.4874332645036,1.22901677226063,0.297504604150064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.427145708582834,0,0.417165668662675,0,0.353293413173653,0.0129722222222222,0.986027944111776
662,"662_497.82_6.6","NA_[662_497.82_6.6]",497.820050386554,6.6215234,0.03904380811311,1.40844783030211,0.759525590563823,-0.396829520867634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.18562874251497,0,0.43313373253493,1.00100150250438,0.167664670658683,0.01225,0.954091816367265
663,"663_345.14_6.6","NA_[663_345.14_6.6]",345.139196618284,6.6331086,0.00356091431055796,2.44843847701364,0.780890304949268,-0.356808193921733,"Desisopropyl butyl torsemide",NA,NA,0.047,0.047,-215.492,24.178,0.462,"InChI=1S/C17H22N4O3S/c1-3-4-9-19-17(22)21-25(23,24)16-12-18-10-8-15(16)20-14-7-5-6-13(2)11-14/h5-8,10-12H,3-4,9H2,1-2H3,(H,18,20)(H2,19,21,22)","YITRQCQYMPXGMU","C17H22N4O3S","[M - H2O + H]+","CCCCNC(=O)NS(=O)(=O)C1=C(C=CN=C1)NC2=CC=CC(=C2)C","Alkaloids","Cyclamides","Tryptophan alkaloids","650.3149709","InChI=1S/C30H50O15/c1-6-8-10-12-21(35)41-24-20(15-32)40-29(26(39-18(5)34)25(24)43-28(38)17(3)4)45-30(16-33)27(23(37)19(14-31)44-30)42-22(36)13-11-9-7-2/h17,19-20,23-27,29,31-33,37H,6-16H2,1-5H3/t19-,20-,23-,24-,25+,26-,27+,29-,30+/m1/s1","BVFYJVCMRWNZTQ-KJCPGIIQSA-N","BVFYJVCMRWNZTQ","CCCCCC(=O)O[C@H]1[C@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2OC(=O)CCCCC)O[C@@H]1CO","C30H50O15","[(2R,3R,4S,5R,6R)-5-acetyloxy-6-[(2S,3S,4R,5R)-3-hexanoyloxy-4-hydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-2-(hydroxymethyl)-4-(2-methylpropanoyloxy)oxan-3-yl] hexanoate","http://www.wikidata.org/entity/Q104946533","Terpenoids","nan","Terpenoids","Saccharides","Disaccharides","Solanum neocardenasii","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum neocardenasii']","nan","3869886.0","http://www.wikidata.org/entity/Q3489197",6,1.49149006258867,0.0838323353293413,0.867573719517653,0.235528942115768,1.22694103769147,0.157684630738523,0.1229,0.0718562874251497
664,"664_183.09_6.6","D-altritol_[664_183.09_6.6]",183.086366619033,6.6344714,0.012165885141026,1.91485628805837,0.813339028864215,-0.298071250205059,"G-Ol","D-altritol","CHEBI:134311",0.792,0.792,-6.21,173.378,1,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA","C6H14O6","[M + H]+","C(C(C(C(C(CO)O)O)O)O)O","Fatty acids","Fatty alcohols","Fatty acyls","182.079038168|150.05282342|150.05282342","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C6H14O6|C5H10O5|C5H10O5","Mannitol|(2S,3R,4R)-2,3,4,5-tetrahydroxypentanal|beta-D-Arabinopyranose","http://www.wikidata.org/entity/Q407646|http://www.wikidata.org/entity/Q63398845|http://www.wikidata.org/entity/Q27120750","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Saccharides","Monosaccharides","Nierembergia linariifolia|Solanum lycopersicum|Capsicum annuum","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']","['Solanales']|['Solanales']|['Solanales']","['Solanaceae']|['Solanaceae']|['Solanaceae']","['Unknown']|['Solaneae']|['Capsiceae']","['Nierembergia']|['Solanum']|['Capsicum']","['Nierembergia linariifolia']|['Solanum lycopersicum']|['Capsicum annuum']","nan|nan|nan","474441.0|378964.0|473836.0","http://www.wikidata.org/entity/Q2245583|http://www.wikidata.org/entity/Q23501|http://www.wikidata.org/entity/Q1380",NA,-1.00100150250438,0.790419161676647,0,0.493013972055888,-1.00100150250438,0.734530938123752,0.049,0.568862275449102
