"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","Pt_vs_wt_p_value","Pt_vs_wt_p_value_minus_log10","Pt_vs_wt_fold_change","Pt_vs_wt_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","Pt","Pt.pval","wt","wt.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
267,"267_519.32_2.7","N-[(4S,7S,8S)-8-methoxy-4,7,10-trimethyl-5-[4-oxanyl(oxo)methyl]-11-oxo-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]cyclopropanecarboxamide_[267_519.32_2.7]",519.318035971715,2.742254,0.00329209467897898,2.48252768319037,0.772957268447674,-0.371539435333184,"N-[(4R,7S,8R)-8-methoxy-4,7,10-trimethyl-5-[4-oxanyl(oxo)methyl]-11-oxo-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]cyclopropanecarboxamide","N-[(4S,7S,8S)-8-methoxy-4,7,10-trimethyl-5-[4-oxanyl(oxo)methyl]-11-oxo-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]cyclopropanecarboxamide","CHEBI:122539",0.046,0.046,-415.075,152.11,0.996,"InChI=1S/C27H39N3O6/c1-17-14-30(26(32)20-9-11-35-12-10-20)18(2)16-36-23-8-7-21(28-25(31)19-5-6-19)13-22(23)27(33)29(3)15-24(17)34-4/h7-8,13,17-20,24H,5-6,9-12,14-16H2,1-4H3,(H,28,31)","GAPZQUHMQDIXFX","C27H39N3O6","[M + H3N + H]+","CC1CN(C(COC2=C(C=C(C=C2)NC(=O)C3CC3)C(=O)N(CC1OC)C)C)C(=O)C4CCOCC4","Amino acids and Peptides","Open-chain polyketides","Linear polyketides","473.25258584","InChI=1S/C25H35N3O6/c29-20-8-4-18(16-22(20)31)6-10-24(33)27-14-2-1-12-26-13-3-15-28-25(34)11-7-19-5-9-21(30)23(32)17-19/h4-5,8-9,16-17,26,29-32H,1-3,6-7,10-15H2,(H,27,33)(H,28,34)","RNEHQZRKZJSYOL-UHFFFAOYSA-N","RNEHQZRKZJSYOL","O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1","C25H35N3O6","3-(3,4-dihydroxyphenyl)-N-[3-({4-[3-(3,4-dihydroxyphenyl)propanamido]butyl}amino)propyl]propanamide","http://www.wikidata.org/entity/Q105241278","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Solanum tuberosum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum tuberosum']","nan","494835.0","http://www.wikidata.org/entity/Q10998",6,1.00100150250438,0.225548902195609,1.38942503594182,0.115768463073852,1.34406227991274,0.12375249500998,0.0491666666666667,0.333333333333333
273,"273_519.32_2.9","Glidobactin D_[273_519.32_2.9]",519.318036963313,2.8882504,0.00439093097152172,2.35744339025222,0.758521174453351,-0.398738640384131,"Glidobactin D","Glidobactin D","CHEBI:224738",0.166,0.166,-301.355,78.764,0.642,"InChI=1S/C27H44N4O7/c1-4-20(33)11-9-7-5-6-8-10-12-24(36)31-25(19(3)32)27(38)30-22-17-21(34)15-16-28-23(35)14-13-18(2)29-26(22)37/h6,8,10,12-14,18-22,25,32-34H,4-5,7,9,11,15-17H2,1-3H3,(H,28,35)(H,29,37)(H,30,38)(H,31,36)","CWHSSBGVAAMVCC","C27H44N4O7","[M - H2O + H]+","CCC(CCCCC=CC=CC(=O)NC(C(C)O)C(=O)NC1CC(CCNC(=O)C=CC(NC1=O)C)O)O","Amino acids and Peptides","Open-chain polyketides","Oligopeptides","473.25258584","InChI=1S/C25H35N3O6/c29-20-8-4-18(16-22(20)31)6-10-24(33)27-14-2-1-12-26-13-3-15-28-25(34)11-7-19-5-9-21(30)23(32)17-19/h4-5,8-9,16-17,26,29-32H,1-3,6-7,10-15H2,(H,27,33)(H,28,34)","RNEHQZRKZJSYOL-UHFFFAOYSA-N","RNEHQZRKZJSYOL","O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1","C25H35N3O6","3-(3,4-dihydroxyphenyl)-N-[3-({4-[3-(3,4-dihydroxyphenyl)propanamido]butyl}amino)propyl]propanamide","http://www.wikidata.org/entity/Q105241278","Alkaloids","Ornithine alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Solanum tuberosum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Solaneae']","['Solanum']","['Solanum tuberosum']","nan","494835.0","http://www.wikidata.org/entity/Q10998",6,1.00100150250438,0.225548902195609,1.53110198069386,0.0698602794411178,1.63679426555161,0.0838323353293413,0.0528888888888889,0.289421157684631
279,"279_527.28_3.1","NA_[279_527.28_3.1]",527.284442450265,3.1149716,0.00797479488964643,2.09828047810655,0.80122122714217,-0.319727451211697,"Cbz-Val-Leu-Ala((S)-2-oxopyrrolidin-3-yl)-ol",NA,NA,0.06,0.06,-350.489,52.441,0.978,"InChI=1S/C26H40N4O6/c1-16(2)12-21(24(33)28-20(14-31)13-19-10-11-27-23(19)32)29-25(34)22(17(3)4)30-26(35)36-15-18-8-6-5-7-9-18/h5-9,16-17,19-22,31H,10-15H2,1-4H3,(H,27,32)(H,28,33)(H,29,34)(H,30,35)","GLZAWCKOCLSXEU","C26H40N4O6","[M + Na]+","CC(C)CC(C(=O)NC(CC1CCNC1=O)CO)NC(=O)C(C(C)C)NC(=O)OCC2=CC=CC=C2","Amino acids and Peptides","Linear peptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.223552894211577,1.26693979201741,0.117764471057884,1.37021526937856,0.101796407185629,0.0379444444444444,0.48502994011976
281,"281_505.3_3.1","NA_[281_505.3_3.1]",505.302417922687,3.1151292,0.00851660338414516,2.06973357725699,0.810196672809195,-0.303655934488451,"(1-Amino-2-hydroxy-4-phenylbutyl)-[2-hydroxy-1-[(2-methylpropan-2-yl)oxycarbonylamino]-4-phenylbutyl]carbamic acid",NA,NA,0.075,0.098,-242.821,153.19,0.996,"InChI=1S/C26H37N3O6/c1-26(2,3)35-24(32)28-23(21(31)17-15-19-12-8-5-9-13-19)29(25(33)34)22(27)20(30)16-14-18-10-6-4-7-11-18/h4-13,20-23,30-31H,14-17,27H2,1-3H3,(H,28,32)(H,33,34)","BMTZVUJLMRUNAN","C26H37N3O6","[M + H3N + H]+","CC(C)(C)OC(=O)NC(C(CCC1=CC=CC=C1)O)N(C(C(CCC2=CC=CC=C2)O)N)C(=O)O","Amino acids and Peptides","Cyclic peptides","Linear polyketides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26693979201741,0.105788423153693,1.00100150250438,0.261477045908184,1.41285987182396,0.105788423153693,0.0193863636363636,0.87624750499002
284,"284_463.29_3.2","NA_[284_463.29_3.2]",463.291794150262,3.210394,0.0142695969387397,1.84558829386177,0.808251798594521,-0.307123282117804,"Ac-Leu-Val-Tyr(Me)-NHMe",NA,NA,0.039,0.039,-356.632,37.97,0.291,"InChI=1S/C24H38N4O5/c1-14(2)12-19(26-16(5)29)23(31)28-21(15(3)4)24(32)27-20(22(30)25-6)13-17-8-10-18(33-7)11-9-17/h8-11,14-15,19-21H,12-13H2,1-7H3,(H,25,30)(H,26,29)(H,27,32)(H,28,31)","VNJPVZDNYNTHAV","C24H38N4O5","[M + H]+","CC(C)CC(C(=O)NC(C(C)C)C(=O)NC(CC1=CC=C(C=C1)OC)C(=O)NC)NC(=O)C","Amino acids and Peptides","Tripeptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.231536926147705,1.00100150250438,0.261477045908184,1.00100150250438,0.225548902195609,0.0281944444444444,0.770459081836327
287,"287_319.14_3.2","NA_[287_319.14_3.2]",319.136346478104,3.208686,0.0251868288064523,1.59882650969747,0.832484063021798,-0.264505441225382,"3-(Diethylsulfamoyl)-3-methylpentane-2-sulfonic acid",NA,NA,0.065,0.065,-157.902,31.052,0.348,"InChI=1S/C10H23NO5S2/c1-6-10(5,9(4)17(12,13)14)18(15,16)11(7-2)8-3/h9H,6-8H2,1-5H3,(H,12,13,14)","KLNFZQCSAYIPSC","C10H23NO5S2","[M + H3N + H]+","CCC(C)(C(C)S(=O)(=O)O)S(=O)(=O)N(CC)CC","Fatty acids","N-acyl amines","Monoterpenoids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.43313373253493,0,0.431137724550898,0,0.377245508982036,0,1
288,"288_463.29_3.2","NA_[288_463.29_3.2]",463.291793148436,3.2405224,0.00768005974129283,2.11463540168556,0.807421460199211,-0.308606162624885,"tert-butyl N-[(2S)-1-[3-[(1-amino-1,2-dioxohexan-3-yl)carbamoyl]-2-azabicyclo[2.2.1]heptan-2-yl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",NA,NA,0.052,0.052,-371.209,31.912,0.43,"InChI=1S/C24H40N4O6/c1-8-9-15(17(29)19(25)30)26-20(31)16-13-10-11-14(12-13)28(16)21(32)18(23(2,3)4)27-22(33)34-24(5,6)7/h13-16,18H,8-12H2,1-7H3,(H2,25,30)(H,26,31)(H,27,33)","FAQHGIFJDSUBTD","C24H40N4O6","[M - H2O + H]+","CCCC(C(=O)C(=O)N)NC(=O)C1C2CCC(C2)N1C(=O)C(C(C)(C)C)NC(=O)OC(C)(C)C","Amino acids and Peptides","Cyclic peptides","Oligopeptides","462.27700969599994","InChI=1S/C30H38O4/c1-17-15-27(3)10-11-28(4,26(33)34-7)16-23(27)30(6)13-12-29(5)20(24(17)30)9-8-19-18(2)25(32)22(31)14-21(19)29/h8-9,14,23,32H,10-13,15-16H2,1-7H3/t23-,27-,28-,29-,30+/m1/s1","CMKHWUBEVSIFHL-HVZOYMJXSA-N","CMKHWUBEVSIFHL","COC(=O)[C@]1(C)CC[C@]2(C)CC(C)=C3C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1","C30H38O4","Netzahualcoyene","http://www.wikidata.org/entity/Q104964782","Terpenoids","nan","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Tricerma vitis-idaeum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Celastrales']","['Celastraceae']","['Unknown']","['Tricerma']","['Tricerma vitis-idaeum']","nan","5750125.0","http://www.wikidata.org/entity/Q15328163",4,2.92479824553809,0.00998003992015968,2.62258341929005,0.0119760479041916,3.08086721181724,0.0119760479041916,0.133089682539683,0.0379241516966068
290,"290_377.25_3.3","NA_[290_377.25_3.3]",377.254840578259,3.3466818,0.00672723410386629,2.17216345885677,0.808981747184151,-0.305820942966325,"4-(4-acetylpiperazine-1-carbonyl)-N,N-dipropylbenzamide",NA,NA,0.131,0.131,-151.574,42.027,0.082,"InChI=1S/C20H29N3O3/c1-4-10-22(11-5-2)19(25)17-6-8-18(9-7-17)20(26)23-14-12-21(13-15-23)16(3)24/h6-9H,4-5,10-15H2,1-3H3","NHUMPRHPRPXYGT","C20H29N3O3","[M + H3N + H]+","CCCN(CCC)C(=O)C1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C","Alkaloids","Quinolizidine alkaloids","Ornithine alkaloids","354.277009696","InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6+,10-9-/t20-/m1/s1","WECGLUPZRHILCT-IHNKIBRCSA-N","WECGLUPZRHILCT","CCCCC/C=C/C/C=C\CCCCCCCC(=O)OC[C@H](O)CO","C21H38O4","[(2R)-2,3-dihydroxypropyl] (9Z,12E)-octadeca-9,12-dienoate","http://www.wikidata.org/entity/Q105302870","Fatty acids","Glycerolipids","Fatty acids","Glycerolipids","Monoacylglycerols","Hyoscyamus niger","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Hyoscyameae']","['Hyoscyamus']","['Hyoscyamus niger']","nan","822716.0","http://www.wikidata.org/entity/Q161058",6,1.41705050316284,0.0738522954091816,1.9042342233658,0.031936127744511,1.90010055440536,0.031936127744511,0.110861111111111,0.0399201596806387
299,"299_201.16_3.5","NA_[299_201.16_3.5]",201.15983414387,3.5225582,0.0095787409988218,2.01869156954319,0.798952017764885,-0.323819232298911,"1,4,10-Trioxa-7,13-diazacyclopentadecane",NA,NA,0.062,0.062,-101.635,34.892,0.604,"InChI=1S/C10H22N2O3/c1-5-13-6-2-12-4-8-15-10-9-14-7-3-11-1/h11-12H,1-10H2","STHIZMRUXPMSCW","C10H22N2O3","[M - H2O + H]+","C1COCCNCCOCCOCCN1","Amino acids and Peptides","N-acyl amines","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02579149695052,0.0279441117764471,1.73727046020804,0.0518962075848303,2.1439310633752,0.0379241516966068,0.0602919191919192,0.367265469061876
302,"302_217.15_3.7","NA_[302_217.15_3.7]",217.154772996122,3.714289,0.0210349629376401,1.67705824884749,1.32363858177337,0.404509249439032,"Unii-Q2L6gjl8MX",NA,NA,0.112,0.112,-202.549,44.115,1,"InChI=1S/C10H17NO3/c11-8(12)6-10(7-9(13)14)4-2-1-3-5-10/h1-7H2,(H2,11,12)(H,13,14)","QJGSJXLCJRXTRY","C10H17NO3","[M + H3N + H]+","C1CCC(CC1)(CC(=O)N)CC(=O)O","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91939817108553,0.0698602794411178,1.38942503594182,0.129740518962076,1.88208744910037,0.0898203592814371,0.107036363636364,0.293413173652695
305,"305_377.25_3.8","NA_[305_377.25_3.8]",377.254804159751,3.7607117,0.00337882811357158,2.47123390092298,0.803671429494454,-0.315322299858276,"N-[2-[4-(adamantane-1-carbonyl)piperazin-1-yl]-2-oxo-ethyl]prop-2-enamide (3e)",NA,NA,0.022,0.022,-309.521,45.689,0.015,"InChI=1S/C20H29N3O3/c1-2-17(24)21-13-18(25)22-3-5-23(6-4-22)19(26)20-10-14-7-15(11-20)9-16(8-14)12-20/h2,14-16H,1,3-13H2,(H,21,24)","HYUPHTCREDOBCB","C20H29N3O3","[M + H3N + H]+","C=CC(=O)NCC(=O)N1CCN(CC1)C(=O)C23CC4CC(C2)CC(C4)C3","Amino acids and Peptides","Dipeptides","Small peptides","354.277009696","InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6+,10-9-/t20-/m1/s1","WECGLUPZRHILCT-IHNKIBRCSA-N","WECGLUPZRHILCT","CCCCC/C=C/C/C=C\CCCCCCCC(=O)OC[C@H](O)CO","C21H38O4","[(2R)-2,3-dihydroxypropyl] (9Z,12E)-octadeca-9,12-dienoate","http://www.wikidata.org/entity/Q105302870","Fatty acids","Glycerolipids","Fatty acids","Glycerolipids","Monoacylglycerols","Hyoscyamus niger","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Hyoscyameae']","['Hyoscyamus']","['Hyoscyamus niger']","nan","822716.0","http://www.wikidata.org/entity/Q161058",6,3.4085474200167,0.00399201596806387,4.26878294140662,0.00199600798403194,4.25422094995438,0.00399201596806387,0.318379509379509,0.00399201596806387
306,"306_616.37_3.8","NA_[306_616.37_3.8]",616.370976029085,3.76132,0.00595009321957062,2.22547623016591,0.814988904195319,-0.295147677226295,"Cyl-2",NA,NA,0.101,0.101,-347.497,143.948,0.998,"InChI=1S/C32H46N4O7/c1-4-20(2)28-32(41)36-17-9-8-11-25(36)31(40)33-23(10-6-5-7-12-26(37)27-19-43-27)29(38)34-24(30(39)35-28)18-21-13-15-22(42-3)16-14-21/h13-16,20,23-25,27-28H,4-12,17-19H2,1-3H3,(H,33,40)(H,34,38)(H,35,39)","WANLLPADDCXPGO","C32H46N4O7","[M + H3N + H]+","CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CC=C(C=C3)OC)CCCCCC(=O)C4CO4","Amino acids and Peptides","Cyclic peptides","Oligopeptides","615.3559882879999","InChI=1S/C38H49NO6/c1-17(2)30-29(40)33-38(45-33)24(44-30)12-13-35(6)36(7)21(11-14-37(35,38)42)31(43-8)28-27-23(39-32(28)36)10-9-19-15-18(3)20-16-22(34(4,5)41)26(20)25(19)27/h9-10,20-22,24,26,29-31,33,39-42H,1,3,11-16H2,2,4-8H3/t20-,21+,22+,24+,26+,29+,30-,31+,33-,35-,36-,37+,38+/m1/s1","CHJPLPXYURJSLZ-UMIAAJJFSA-N","CHJPLPXYURJSLZ","C=C1Cc2ccc3[nH]c4c(c3c2[C@H]2[C@@H]1C[C@@H]2C(C)(C)O)[C@@H](OC)[C@@H]1CC[C@@]2(O)[C@@]35O[C@@H]3[C@@H](O)[C@@H](C(=C)C)O[C@H]5CC[C@]2(C)[C@@]41C","C38H49NO6","(2S,3R,6S,8R,9S,10R,12S,13S,16R,17S,21S,22S,24S)-22-(2-hydroxypropan-2-yl)-17-methoxy-2,3-dimethyl-25-methylidene-8-prop-1-en-2-yl-7,11-dioxa-31-azanonacyclo[16.13.0.02,16.03,13.06,12.010,12.019,30.020,27.021,24]hentriaconta-1(18),19(30),20(27),28-tetraene-9,13-diol","http://www.wikidata.org/entity/Q115970996","Alkaloids","Tryptophan alkaloids","Alkaloids","Ornithine alkaloids","Tropane alkaloids","Mucor irregularis","['Eukaryota']","['Fungi']","['Unknown']","['Mucoromycetes']","['Mucorales']","['Mucoraceae']","['Unknown']","['Mucor']","['Mucor irregularis']","nan","484291.0","http://www.wikidata.org/entity/Q103807533",1,3.36218393308559,0.00399201596806387,3.39843231440777,0.00798403193612774,3.53767021835646,0.00598802395209581,0.304705555555556,0.00598802395209581
308,"308_638.35_3.8","NA_[308_638.35_3.8]",638.352950385334,3.8077245,0.0133952101885405,1.87305046734826,0.784908426389512,-0.349403747252637,"For-DL-Met-DL-xiIle-DL-Val-DL-xiIle-DL-Leu-OH",NA,NA,0.627,0.627,-316.347,22.186,0.171,"InChI=1S/C29H53N5O7S/c1-10-18(7)23(27(38)31-21(29(40)41)14-16(3)4)34-26(37)22(17(5)6)32-28(39)24(19(8)11-2)33-25(36)20(30-15-35)12-13-42-9/h15-24H,10-14H2,1-9H3,(H,30,35)(H,31,38)(H,32,39)(H,33,36)(H,34,37)(H,40,41)","ZISSDMCQFBCBRD","C29H53N5O7S","[M + Na]+","CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(CCSC)NC=O","Amino acids and Peptides","Linear peptides","Oligopeptides","620.3196623560001","InChI=1S/C33H48O11/c1-14-16(13-42-32-30(40)29(39)28(38)26(12-34)44-32)8-25(43-31(14)41)15(2)21-4-5-22-19-11-23(36)20-9-17(35)10-24(37)27(20)18(19)6-7-33(21,22)3/h15,17-19,21-23,25-26,28-30,32,34-36,38-40H,4-13H2,1-3H3/t15-,17+,18-,19+,21+,22-,23-,25+,26+,28+,29-,30+,32+,33+/m0/s1","DKRAEDZNHJHJAB-YJKJOOOHSA-N","DKRAEDZNHJHJAB","CC1=C(CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](O)C5=C(C(=O)C[C@H](O)C5)[C@H]4CC[C@]23C)OC1=O","C33H48O11","withalongolide L","http://www.wikidata.org/entity/Q27137457","Terpenoids","Steroids","Terpenoids","Steroids","Ergostane steroids","Physalis longifolia","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Physaleae']","['Physalis']","['Physalis longifolia']","nan","179319.0","http://www.wikidata.org/entity/Q310693",6,1.30206927713678,0.12375249500998,1.40275209380409,0.0798403193612774,1.40275209380409,0.0898203592814371,0.0625191919191919,0.243512974051896
310,"310_247.08_3.8","NA_[310_247.08_3.8]",247.078858829489,3.8161004,0.0287154806298242,1.54188391025053,0.82790802554414,-0.272457591005255,"(Benzylsulfonylamino)methyl-trihydroxyboranuide",NA,NA,0.012,0.012,-311.819,13.477,0.096,"InChI=1S/C8H13BNO5S/c11-9(12,13)7-10-16(14,15)6-8-4-2-1-3-5-8/h1-5,10-13H,6-7H2/q-1","QZYOTSAVZBJVCP","C8H14BNO5S","[M + H]+","[B-](CNS(=O)(=O)CC1=CC=CC=C1)(O)(O)O","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.213572854291417,0,0.445109780439122,1.00100150250438,0.17564870259481,0.01215,0.986027944111776
311,"311_267.1_3.8","NA_[311_267.1_3.8]",267.100936171813,3.8311844,0.0452974758550137,1.34392599782782,0.844803048703953,-0.243313053820094,"3-[(2-carboxy-2-acetamidoethyl)sulfanyl]-2-methylpropanoic acid",NA,NA,0.041,0.041,-242.489,23.792,0.104,"InChI=1S/C9H15NO5S/c1-5(8(12)13)3-16-4-7(9(14)15)10-6(2)11/h5,7H,3-4H2,1-2H3,(H,10,11)(H,12,13)(H,14,15)","NCVHUCCOTCVUCB","C9H15NO5S","[M + H3N + H]+","CC(CSCC(C(=O)O)NC(=O)C)C(=O)O","Fatty acids","N-acyl amines","Fatty amides","nan","nan","nan","PUHPUKQMXOCIJV",NA,"nan","nan","nan","nan","nan","nan","nan","nan","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,1.00100150250438,0.249500998003992,0,0.44311377245509,1.00100150250438,0.219560878243513,0.0492857142857143,0.598802395209581
380,"380_313.14_4.1","NA_[380_313.14_4.1]",313.142452896645,4.144522,0.00816378625815721,2.08810837437709,0.772074729297791,-0.373187601837518,"1,3-dimethyl-7-phenyl-1H,2H,3H,4H,8H-imidazo[1,2-g]purine-2,4-dione",NA,NA,0.069,0.069,-170.333,16.814,0.122,"InChI=1S/C15H13N5O2/c1-18-12-11(13(21)19(2)15(18)22)20-8-10(16-14(20)17-12)9-6-4-3-5-7-9/h3-8H,1-2H3,(H,16,17)","UKMQTJFZUOZSRV","C15H13N5O2","[M + H3N + H]+","CN1C2=C(C(=O)N(C1=O)C)N3C=C(NC3=N2)C4=CC=CC=C4","Alkaloids","Purine alkaloids","Pseudoalkaloids (transamidation)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90714150170511,0.0538922155688623,1.70266414755955,0.0878243512974052,1.90636134393275,0.0738522954091816,0.0464166666666667,0.822355289421158
384,"384_391.12_4.1","NA_[384_391.12_4.1]",391.120072968942,4.1498113,0.0149989130767683,1.82394021173533,0.776647906928784,-0.364667393362216,"1,8,11,18-Tetraoxa-4lambda6,15lambda6-dithia-5,14-diazacycloicosane 4,4,15,15-tetraoxide",NA,NA,0.049,0.049,-102.391,14.693,0.334,"InChI=1S/C12H26N2O8S2/c15-23(16)11-9-21-7-8-22-10-12-24(17,18)14-2-4-20-6-5-19-3-1-13-23/h13-14H,1-12H2","UEXZYFFMPLFIAI","C12H26N2O8S2","[M + H]+","C1COCCOCCNS(=O)(=O)CCOCCOCCS(=O)(=O)N1","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.13373253493014,0.0526317247418217,0.3812375249501,0.586549201377615,0.295409181636727,0.0684,0.704590818363273
385,"385_196.06_4.2","2-[bis(2-hydroxyethyl)amino]ethanesulfonic acid_[385_196.06_4.2]",196.063827260825,4.151397,0.0036964706382922,2.4322127391292,0.738672366919872,-0.436993486172547,"N,N-Bis(2-hydroxyethyl)-2-aminoethanesulfonic acid","2-[bis(2-hydroxyethyl)amino]ethanesulfonic acid","CHEBI:39041",0.667,0.667,-8.62,53.241,0.999,"InChI=1S/C6H15NO5S/c8-4-1-7(2-5-9)3-6-13(10,11)12/h8-9H,1-6H2,(H,10,11,12)","AJTVSSFTXWNIRG","C6H15NO5S","[M - H2O + H]+","C(CO)N(CCO)CCS(=O)(=O)O","Fatty acids","Sphingoid bases","Spingolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.40275209380409,0.794411177644711,0,0.447105788423154,-0.954867524562422,0.624750499001996,0.0649285714285714,0.722554890219561
